🇹🇼台灣综合,#genre#
ASSP1_HD,http://193.233.206.48:8090/live/rx3/1070/1cacfa614a0ffbf19bee31442b6a2141/index.m3u8
Astro Sp2,http://193.233.206.48:8090/live/rx3/445/cbde5e2b1343158126a30b231ed193f8/index.m3u8
ASSP2_HD,http://193.233.206.48:8090/live/rx3/1071/e4d038b41ffcf0efeef231d345553f87/index.m3u8
Astro Sp4,http://193.233.206.48:8090/live/rx3/447/395384e449d1b258c17eee5c367844ec/index.m3u8
Astro Sp5,http://193.233.206.48:8090/live/rx3/2432/7ec6886f56653cb7785835ccc8abb0f3/index.m3u8
beIN SPORTS,http://193.233.206.48:8090/live/rx4/2518/853e27bbb2cefa31e63c38c428cf36b9/index.m3u8
NBA TV,http://193.233.206.48:8090/live/rx4/2708/affe9ceafdfa7d40ba68f2ca012c31e8/index.m3u8
Sport TV 1,http://193.233.206.48:8090/live/rx1/1779/7b2788b9d65432edaeaa7c3f529b5a5f/index.m3u8
Sport TV 2,http://193.233.206.48:8090/live/rx1/1785/753c78fa5c4c14e495b022e852f1dfe0/index.m3u8
Sport TV 3,http://193.233.206.48:8090/live/rx1/2135/dc354f22c340b6407ff296f55e2c253b/index.m3u8
TLC,http://193.233.206.48:8090/live/rx3/2275/3b83db61393abf7feebc67adffa352d4/index.m3u8
TLC,http://193.233.206.48:8090/live/rx4/1533/4a26c62bffceb54bc53459f853986fa6/index.m3u8
Fashion One,http://193.233.206.48:8090/live/rx1/113/dfb1dcf92545b874cf5966c0c074599f/index.m3u8
CI罪案侦查,http://193.233.206.48:8090/live/rx3/2303/a97556504c794481c5d33850714154f3/index.m3u8
BBC Lifestyle,http://193.233.206.48:8090/live/rx1/424/921ea97a306d179c99f747a4d39978fb/index.m3u8
BBC EARTH,http://193.233.206.48:8090/live/rx1/97/45791103e695b39e6e578129630cb50a/index.m3u8
Pet Club,http://193.233.206.48:8090/live/rx1/368/dc47be3c4240de9f0fbb078ad5356c8e/index.m3u8
TV5MONDE STYLE,http://193.233.206.48:8090/live/rx1/389/775d2b950ebe4f0ac0223f1e512c2d97/index.m3u8
法国时装,http://193.233.206.48:8090/live/rx3/2287/935c13eb39e96bbd4fa1db9c3f2c2225/index.m3u8
TLC Canada,http://193.233.206.48:8090/live/rx4/1262/ee7f605d40c2c0667f0505346655ac08/index.m3u8
Food Network Canada,http://193.233.206.48:8090/live/rx4/1265/43c2cd93b59a0b41298cc534ce3d401d/index.m3u8
History,http://193.233.206.48:8090/live/rx3/1413/de6db66839e802fb6c921a6377ce9108/index.m3u8
Food Network 英,http://193.233.206.48:8090/live/rx3/1421/79227caa66cd540da019df21698a655f/index.m3u8
AEC,http://193.233.206.48:8090/live/rx3/433/db48d556332da4b451b5d2b98daf23ea/index.m3u8
AEC,http://193.233.206.48:8090/live/rx3/2745/8bae758332371b30653ed5c57f228bc1/index.m3u8
TV2,http://193.233.206.48:8090/live/rx3/436/f1ff90d329e477714846702758c62f68/index.m3u8
TV3,http://193.233.206.48:8090/live/rx3/437/c835af68a6fb154d2d70b340c52215ae/index.m3u8
TV8,http://193.233.206.48:8090/live/rx3/442/7f44aa7023b6a4d58292b386ff541722/index.m3u8
TV8,http://193.233.206.48:8090/live/rx3/1455/c20afd289a8dfc7060432d7f315f8901/index.m3u8
Arena,http://193.233.206.48:8090/live/rx3/1172/dafd684291bd5d5df41de04278f72850/index.m3u8
小太阳,http://193.233.206.48:8090/live/rx3/443/56438a73c3ccb69b31f60a26908f0b31/index.m3u8
Channel8,http://193.233.206.48:8090/live/rx3/142/7e4f2ec0eb499253ca5ec747ab45ee2f/index.m3u8
天映频道,http://193.233.206.48:8090/live/rx3/441/bd84839a5303f02362bc857bd55c90dd/index.m3u8
KIX,http://193.233.206.48:8090/live/rx3/430/617887be81746b766bda944fb7555b39/index.m3u8
KIX,http://193.233.206.48:8090/live/rx3/1446/5289f0cd6c68519af13033521e9c3870/index.m3u8
全佳,http://193.233.206.48:8090/live/rx3/427/6a85c66daa1ea822b3973277ce6a6e96/index.m3u8
欢喜,http://193.233.206.48:8090/live/rx3/432/76226dce02a1cec7fe926d27807fca24/index.m3u8
TVN,http://193.233.206.48:8090/live/rx3/1170/a1c264f808bdd065735294ec15999b09/index.m3u8
CRICKET,http://193.233.206.48:8090/live/rx3/1173/ebd728f6402776ca6cd1d78bdb99e027/index.m3u8
华丽,http://193.233.206.48:8090/live/rx3/429/93c1dbb1a76ef1c88dd7e27aee4bfadd/index.m3u8
Astro Awani,http://193.233.206.48:8090/live/rx3/440/065e16973027fb2e29ce9b837ca90bd8/index.m3u8
TV9,http://193.233.206.48:8090/live/rx3/438/c388b9078392673288901c0ce8c257bc/index.m3u8
NTV7,http://193.233.206.48:8090/live/rx3/439/a2ca7788320c6c4755fedd3daf93967f/index.m3u8
AOD,http://193.233.206.48:8090/live/rx3/428/43af9ccef27049d51f409c9894c14c11/index.m3u8
TV1,http://193.233.206.48:8090/live/rx3/435/3b1e4744d15be5e69c2fefc56fb69bc7/index.m3u8
BOO,http://193.233.206.48:8090/live/rx3/1437/738bf11fe783eda92eb57e899c5d3698/index.m3u8
CCM,http://193.233.206.48:8090/live/rx3/1438/6d7aa9d88162b30476cfd0059f34aa22/index.m3u8
PRIMA,http://193.233.206.48:8090/live/rx3/1448/22317dddf44e0742b5e48fffadebe00b/index.m3u8
sony_one,http://193.233.206.48:8090/live/rx3/1451/329e658af417604977b862ca2a1d31b3/index.m3u8
Channel5,http://193.233.206.48:8090/live/rx3/141/ee6ed079db6513c3d66b1d050121873b/index.m3u8
AFN,http://193.233.206.48:8090/live/rx3/195/101c00be8275a4c4f5c7381d39519103/index.m3u8
Channel U,http://193.233.206.48:8090/live/rx3/1077/ced24025b612536b5c32477263844a7f/index.m3u8
Vasantham,http://193.233.206.48:8090/live/rx3/1078/358bdb9d6cfabdca43eea1ff6c902dc0/index.m3u8
Suria,http://193.233.206.48:8090/live/rx3/1076/8a6380cde65b41ddfe1630aeb29cf7ba/index.m3u8
AXN,http://193.233.206.48:8090/live/rx3/1044/ff482c79fc7e979751d5a33dda280d52/index.m3u8
BNC,http://193.233.206.48:8090/live/rx3/1045/d0289987867740ee3877a25df9344d1c/index.m3u8
天映电影,http://171.108.239.89:8020/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
东森电影,http://171.108.239.89:8020/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
龙祥电影,http://171.108.239.89:8020/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://171.108.239.89:8020/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
中国电影,http://171.108.239.89:8020/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
私人影院,http://171.108.239.89:8020/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
东森洋片,http://171.108.239.89:8020/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
台视,http://154.216.191.59/ycdz/tw220.php?id=0
人间卫视,http://154.216.191.59/ycdz/tw220.php?id=1
大爱电视,http://154.216.191.59/ycdz/tw220.php?id=2
国家地理,http://154.216.191.59/ycdz/tw220.php?id=3
DISCOVERY,http://154.216.191.59/ycdz/tw220.php?id=4
旅游生活,http://154.216.191.59/ycdz/tw220.php?id=5
动物星球,http://154.216.191.59/ycdz/tw220.php?id=6
momo亲子台,http://154.216.191.59/ycdz/tw220.php?id=7
东森幼幼,http://154.216.191.59/ycdz/tw220.php?id=8
纬来综合,http://154.216.191.59/ycdz/tw220.php?id=9
八大第一,http://154.216.191.59/ycdz/tw220.php?id=10
八大综合,http://154.216.191.59/ycdz/tw220.php?id=11
三立台湾,http://154.216.191.59/ycdz/tw220.php?id=12
三立都会,http://154.216.191.59/ycdz/tw220.php?id=13
卫视中文,http://154.216.191.59/ycdz/tw220.php?id=14
中天娱乐,http://154.216.191.59/ycdz/tw220.php?id=15
MUCH TV,http://154.216.191.59/ycdz/tw220.php?id=16
年代新闻,http://154.216.191.59/ycdz/tw220.php?id=17
东森新闻,http://154.216.191.59/ycdz/tw220.php?id=18
中天新闻,http://154.216.191.59/ycdz/tw220.php?id=19
三立新闻,http://154.216.191.59/ycdz/tw220.php?id=20
东森财经,http://154.216.191.59/ycdz/tw220.php?id=21
寰宇新闻,http://154.216.191.59/ycdz/tw220.php?id=22
壹新闻,http://154.216.191.59/ycdz/tw220.php?id=23
CNBC,http://154.216.191.59/ycdz/tw220.php?id=24
Bloomberg News,http://154.216.191.59/ycdz/tw220.php?id=25
NHK世界,http://154.216.191.59/ycdz/tw220.php?id=26
卫视电影,http://154.216.191.59/ycdz/tw220.php?id=27
HBO,http://154.216.191.59/ycdz/tw220.php?id=28
AXN,http://154.216.191.59/ycdz/tw220.php?id=29
CINEMAX,http://154.216.191.59/ycdz/tw220.php?id=30
STAR MOVIES GOLD,http://154.216.191.59/ycdz/tw220.php?id=31
Star World,http://154.216.191.59/ycdz/tw220.php?id=32
纬来体育,http://154.216.191.59/ycdz/tw220.php?id=33
博斯运动一,http://154.216.191.59/ycdz/tw220.php?id=34
momo 综合台,http://154.216.191.59/ycdz/tw220.php?id=35
ELEVEN SPORTS 1,http://154.216.191.59/ycdz/tw220.php?id=36
ELEVEN SPORTS 2,http://154.216.191.59/ycdz/tw220.php?id=37
Star World,http://154.216.191.59/ycdz/tw220.php?id=38
FOX MOVIES,http://154.216.191.59/ycdz/tw220.php?id=39
国家地理,http://154.216.191.59/ycdz/tw220.php?id=40
卫视中文,http://154.216.191.59/ycdz/tw220.php?id=41
卫视电影,http://154.216.191.59/ycdz/tw220.php?id=42
三立台湾,http://154.216.191.59/ycdz/tw220.php?id=43
年代新闻,http://154.216.191.59/ycdz/tw220.php?id=44
三立新闻,http://154.216.191.59/ycdz/tw220.php?id=45
尼克儿童频道,http://154.216.191.59/ycdz/tw220.php?id=46
nickjr.小尼克,http://154.216.191.59/ycdz/tw220.php?id=47
MTV Live音乐频道,http://154.216.191.59/ycdz/tw220.php?id=48
达文西频道,http://154.216.191.59/ycdz/tw220.php?id=49
宠物频道 ,http://154.216.191.59/ycdz/tw220.php?id=50
三立新闻,http://211.23.114.106:8507/http/60.251.39.91:8081/hls/65/807/ch18.m3u8
民视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
三立iNEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setlive.m3u8
三立iNEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setinews.m3u8
三立iNEWS,https://ytm2.yuanhsing.cf/setmoney159.m3u8
三立NEWS+,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
三立NEWS+,https://ytm2.yuanhsing.cf/SETLIVE.m3u8
年代新闻,http://211.23.114.106:8501/http/60.251.39.91:8081/hls/67/809/ch27.m3u8
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS NEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
东森新闻,http://211.23.114.106:8510/http/60.251.39.91:8081/hls/63/805/ch10.m3u8
台视新闻,https://ytm2.yuanhsing.cf/ttvnewsview.m3u8
台视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
中视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中视新闻,https://ytm2.yuanhsing.cf/twctvnews.m3u8
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
镜新闻Mnews,https://ytm2.yuanhsing.cf/mnews.m3u8
镜新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
寰宇国际新闻,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
台视,http://162.19.247.76:22222/live/taishi/index.m3u8
中视,http://162.19.247.76:22222/live/zhongshi/index.m3u8
华视,http://162.19.247.76:22222/live/huashi/index.m3u8
民视HD,http://198.16.100.90:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384
民视台湾台,http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
民视第一台,http://198.16.100.90:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
三立台湾,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1
三立台湾,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_1/chunklist.m3u8*~hmac=91a79f89ab6475a9ebdb69c9ff188cae5c1ae81d1afde64daecd53e989c9bfc3
三立台湾,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_2/chunklist.m3u8*~hmac=34c6c254e7df415612fbc4534d54b5e7ccb6d1174b17a27d2a639798d9765173
三立都会,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
三立都会,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_1/chunklist.m3u8*~hmac=89f79f6442fed7c3b4bc9388123ebb72802d3aa1a6129f24d1a6d59f4fad72dd
三立都会,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_2/chunklist.m3u8*~hmac=4d5a5a64d3a2099102a144761bc8c65b0f79b9b0421e984cbba7dde5dec1ccd3
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
华视综艺,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
华视综艺,https://ytm2.yuanhsing.cf/TBSCTSSHOW.m3u8
华视戏剧,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
华视戏剧,https://ytm2.yuanhsing.cf/ctsprog.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
八大电视,https://ytm2.yuanhsing.cf/GTVDRAMA.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
美国中文,https://jpts.sinovision.net/livestream.m3u8
卫视电影,http://211.23.114.106:8525/http/116.50.42.19:8081/hls/64/806/ch16.m3u8
HBO HD,http://125.227.210.55:35210/VideoInput/play.ts
HBO,http://220.134.196.147:9520/http/60.251.39.91:8081/hls/71/813/ch41.m3u8
智林体育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
GOOD卡通,http://live.streamingfast.net/osmflivech45.m3u8
东森幼幼歌曲,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
亲子动画01,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
亲子动画02,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
亲子动画,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
ANIMAX,http://211.23.114.106:8516/http/61.221.81.94:8088/hls/70/812/ch39.m3u8
TaiwanPlus,https://ythls.onrender.com/channel/UC7c6rvyAZLpKGk8ttVnpnLA.m3u8
镜新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
寰宇新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
民视新闻台HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
台视新闻HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
中视新闻HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中视,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
中天娱乐,http://162.19.247.76:22222/live/ztyl/index.m3u8
镜新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
TVBS NESW,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
TAIWAN PLUS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8
原住民族电视台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV35.m3u8
MOMO1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
三立台湾,http://211.23.114.106:8521/http/60.251.39.91:8081/hls/65/807/ch20.m3u8
三立戏剧,http://198.16.100.90:8278/sanlixiju_twn/playlist.m3u8?tid=MC3C7351075373510753&ct=19249&tsum=f70fc544635e38b2fd7b4bb39899df0e
AXN,http://ceshi.huanqiuzhibo.cn/accv.php?id=axn_twn
八大戏剧,http://ceshi.huanqiuzhibo.cn/accv.php?id=badadrama
八大第一,http://ceshi.huanqiuzhibo.cn/accv.php?id=badafirst
八大综合,http://ceshi.huanqiuzhibo.cn/accv.php?id=badazhonghe
cinemax,http://ceshi.huanqiuzhibo.cn/accv.php?id=cinemax_twn
TVB欢乐台,http://ceshi.huanqiuzhibo.cn/accv.php?id=cinemax_twn
新加坡,http://ceshi.huanqiuzhibo.cn/accv.php?id=cna
中天娱乐,http://ceshi.huanqiuzhibo.cn/accv.php?id=ctient
中天综合,http://ceshi.huanqiuzhibo.cn/accv.php?id=ctizhonghe
探索频道,http://ceshi.huanqiuzhibo.cn/accv.php?id=discoveryhd_twn
爱尔达体育2,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltasport2_twn
东森戏剧,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvdrama
东森电影,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvmovie
东森新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvnews
东森洋片,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvwestern
东森综合,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvzhonghe
非凡新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=feifannews_twn
民视,http://ceshi.huanqiuzhibo.cn/accv.php?id=ftvhd_taiwan
动物星球,http://ceshi.huanqiuzhibo.cn/accv.php?id=animalplanet_twn
民视台湾,http://ceshi.huanqiuzhibo.cn/accv.php?id=ftvtaiwan_twn
HB0家庭,http://ceshi.huanqiuzhibo.cn/accv.php?id=fyi_twn
HBO,http://ceshi.huanqiuzhibo.cn/accv.php?id=hbohd_twn
hbohits,http://ceshi.huanqiuzhibo.cn/accv.php?id=hbohead_twn
HBO原创,http://ceshi.huanqiuzhibo.cn/accv.php?id=hbosignature_twn
凤凰香港,http://ceshi.huanqiuzhibo.cn/accv.php?id=hkphoenix_twn
好莱坞电影,http://ceshi.huanqiuzhibo.cn/accv.php?id=hollywoodmovies_twn
TVB无线新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=inews_twn
J2,http://ceshi.huanqiuzhibo.cn/accv.php?id=j2_twn
TVB翡翠,http://ceshi.huanqiuzhibo.cn/accv.php?id=jade_twn
龙祥时代,http://ceshi.huanqiuzhibo.cn/accv.php?id=lungxiangtime_twn
CN卡通频道,http://ceshi.huanqiuzhibo.cn/accv.php?id=momo1_twn
国家地理,http://ceshi.huanqiuzhibo.cn/accv.php?id=natgeohd_twn
年代新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=niandainews_twn
凤凰卫视,http://ceshi.huanqiuzhibo.cn/accv.php?id=phoenixtv_hd
三立都会,http://ceshi.huanqiuzhibo.cn/accv.php?id=sanlidouhui_twn
三立台湾,http://ceshi.huanqiuzhibo.cn/accv.php?id=sanlitaiwan
TVB财经,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbcaijing_twn
TVBS,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbs
TVB欢乐台,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbshuanle_twn
TVBS新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbs_n
TVB星河,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbxinhe_twn
纬来日本,http://ceshi.huanqiuzhibo.cn/accv.php?id=videolandjapan
纬来电影,http://ceshi.huanqiuzhibo.cn/accv.php?id=videolandmovie
纬来体育,http://ceshi.huanqiuzhibo.cn/accv.php?id=videolandsport
VIU1,http://ceshi.huanqiuzhibo.cn/accv.php?id=viu1_twn
卫视中文台,http://ceshi.huanqiuzhibo.cn/accv.php?id=weishichinese_twn
TVB星河,http://ceshi.huanqiuzhibo.cn/accv.php?id=Xinhe
壹新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=yinews
Thrill,http://ceshi.huanqiuzhibo.cn/accv.php?id=Thrill
Tvnmovie,http://ceshi.huanqiuzhibo.cn/accv.php?id=Tvnmovie
天映经典,http://ceshi.huanqiuzhibo.cn/accv.php?id=Celestial2
亚洲美食,http://ceshi.huanqiuzhibo.cn/accv.php?id=afc_twn
亚洲旅游,http://ceshi.huanqiuzhibo.cn/accv.php?id=asiatravel_twn
BOO恐怖,http://ceshi.huanqiuzhibo.cn/accv.php?id=Boo
搏斯高球1,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosigolf1_twn
搏斯高球2,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosigolf2_twn
搏斯高球运动1,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosisport1_twn
搏斯高球运动2,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosisport2_twn
搏斯网球,http://ceshi.huanqiuzhibo.cn/accv.php?id=bositennis_twn
天映频道,http://ceshi.huanqiuzhibo.cn/accv.php?id=Celestial
探索亚洲,http://ceshi.huanqiuzhibo.cn/accv.php?id=discoverytwn_twn
ELTA影剧台,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltadrama_twn
爱尔达体育3,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltasport3_twn
爱尔达体育1,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltasport_twn
爱尔达影剧,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltayingju_twn
爱尔达综合,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltazonghe
东森财经,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvcaijing_twn
EYE旅游,http://ceshi.huanqiuzhibo.cn/accv.php?id=eyetvtravel_twn
EYE戏剧,http://ceshi.huanqiuzhibo.cn/accv.php?id=eyetvxiju_twn
美食星球,http://ceshi.huanqiuzhibo.cn/accv.php?id=foodplanet_twn
民视新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=ftvnew_taiwan
Arena欢喜,http://ceshi.huanqiuzhibo.cn/accv.php?id=Huahee
寰宇新闻,http://ceshi.huanqiuzhibo.cn/accv.php?id=huanyuxinwen_twn
靖天卡通,http://ceshi.huanqiuzhibo.cn/accv.php?id=jingtiancartoon_twn
靖天国际,http://ceshi.huanqiuzhibo.cn/accv.php?id=jingtianintl_twn
龙华偶像,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuaidol_twn
龙华经典,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuajingdian_twn
龙华洋片,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuawestern_twn
龙华戏剧,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuaxiju_twn
美亚电影,http://ceshi.huanqiuzhibo.cn/accv.php?id=meiyamovie_twn
ELTA体育台4,http://ceshi.huanqiuzhibo.cn/accv.php?id=natgeowild_twn
